property_type,society,sector,price_per_sqft,areaWithType,area,bedRoom,bathroom,balcony,floorNum,facing,agePossession,Price_in_Crore,super_built_up_area,built_up_area,carpet_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score,area_room_ratio
flat,sare homes,sector 92,4750.0,Super Built up area 2000(185.81 sq.m.)Built Up area: 1983 sq.ft. (184.23 sq.m.)Carpet area: 1900 sq.ft. (176.52 sq.m.),2000.0,4.0,3,2,17.0,East,New Property,0.95,,1983.0,1900.0,0,0,0,0,0,0,7,500.0
flat,godrej,sector 79,8532.0,Super Built up area 1383(128.48 sq.m.),1383.0,2.0,2,3,7.0,North-West,Relatively New,1.18,1383.0,,,0,0,0,0,0,0,158,691.5
flat,smart world gems,sector 89,9157.0,Carpet area: 1103 (102.47 sq.m.),1103.0,2.0,2,2,4.0,,Under Construction,1.01,,,1103.0,1,0,0,0,0,0,38,551.5
flat,signature global park,sohna road,7863.0,Super Built up area 1081(100.43 sq.m.)Built Up area: 1080 sq.ft. (100.34 sq.m.)Carpet area: 670 sq.ft. (62.25 sq.m.),1081.0,3.0,2,2,4.0,East,New Property,0.85,,1080.0,670.0,0,0,0,0,0,0,23,360.3333333333333
flat,m3m capital,sector 113,12489.0,Carpet area: 2298 (213.49 sq.m.),2298.0,4.0,4,3+,3.0,North-East,Under Construction,2.87,,,2298.0,0,1,0,0,0,0,65,574.5
flat,ss the leaf,sector 85,7646.0,Super Built up area 2812(261.24 sq.m.),2812.0,4.0,5,3+,1.0,South,Relatively New,2.15,2812.0,,,0,1,0,0,0,0,165,703.0
flat,ansal api esencia,sector 67,7407.0,Carpet area: 180 (150.5 sq.m.),1620.0,3.0,3,2,1.0,,Undefined,1.2,,,180.0,0,0,0,0,0,0,49,540.0
flat,godrej icon,sector 88a,1384.0,Carpet area: 1175.11,12645.0,3.0,3,3+,6.0,,New Property,1.75,,,1175.11,0,0,0,0,0,0,55,4215.0
flat,tulip violet,sector 69,8955.0,Super Built up area 2010(186.74 sq.m.),2010.0,4.0,4,2,9.0,South-West,Relatively New,1.8,2010.0,,,0,0,0,1,0,2,165,502.5
flat,shapoorji pallonji joyville gurugram,sector 102,10545.0,Super Built up area 2162(200.86 sq.m.),2276.0,4.0,4,3+,15.0,North-East,Relatively New,2.4,2162.0,,,0,0,0,0,0,0,108,569.0
house,dlf city plots phase 2,sector 25,,Plot area 200(167.23 sq.m.),1800.0,5.0,5,3+,3.0,East,Old Property,,,1800.0,,1,1,1,1,0,2,134,360.0
flat,tulip monsella,sector 53,33199.0,Carpet area: 2229 (207.08 sq.m.),2229.0,4.0,4,3,21.0,,Under Construction,7.4,,,2229.0,0,0,0,0,0,0,35,557.25
flat,shapoorji pallonji joyville gurugram,sector 102,9874.0,Super Built up area 1215(112.88 sq.m.),1266.0,2.0,2,2,0.0,East,Relatively New,1.25,1215.0,,,0,0,0,0,0,0,79,633.0
flat,vatika city homes,sector 83,8571.0,Super Built up area 1740(161.65 sq.m.)Carpet area: 1225 sq.ft. (113.81 sq.m.),1225.0,3.0,3,3,8.0,South-East,Moderately Old,1.05,,,1225.0,0,0,0,1,0,2,103,408.3333333333333
flat,shapoorji pallonji joyville gurugram,sector 102,10040.0,Super Built up area 1215(112.88 sq.m.),1255.0,2.0,2,2,10.0,North,Relatively New,1.26,1215.0,,,0,0,0,0,0,0,108,627.5
flat,godrej oasis,sector 88a,9854.0,Carpet area: 108.4,1167.0,2.0,2,1,12.0,,New Property,1.15,,,108.4,1,0,0,0,0,0,79,583.5
flat,ireo the grand arch,sector 58,21577.0,Super Built up area 2164(201.04 sq.m.)Built Up area: 2000 sq.ft. (185.81 sq.m.)Carpet area: 1775 sq.ft. (164.9 sq.m.),1775.0,3.0,4,2,10.0,North-East,Relatively New,3.83,,2000.0,1775.0,1,1,0,0,0,2,174,591.6666666666666
flat,hcbs sports ville,sohna road,4011.0,Built Up area: 743 (69.03 sq.m.)Carpet area: 621 sq.ft. (57.69 sq.m.),743.0,2.0,2,2,3.0,,Undefined,0.298,,743.0,621.0,0,0,0,0,0,0,0,371.5
flat,bptp terra,sector 37d,7987.0,Super Built up area 2191(203.55 sq.m.)Built Up area: 2100 sq.ft. (195.1 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),2191.0,4.0,4,3,7.0,West,Relatively New,1.75,,2100.0,1800.0,0,0,0,0,1,2,120,547.75
house,independent,sohna road road,,Plot area 1150(106.84 sq.m.),1150.0,2.0,2,1,3.0,,New Property,,,1150.0,,0,0,0,0,0,0,0,575.0
flat,dlf exclusive floors,sector 43,14242.0,Super Built up area 1650(153.29 sq.m.)Carpet area: 1405 sq.ft. (130.53 sq.m.),1650.0,3.0,3,2,1.0,North-East,Old Property,2.35,,,1405.0,0,0,1,0,0,2,102,550.0
flat,sare crescent parc royal greens phase 1,sector 92,5008.0,Super Built up area 1897(176.24 sq.m.),1897.0,4.0,5,3+,4.0,,Moderately Old,0.95,1897.0,,,0,1,0,0,0,0,37,474.25
flat,cghs vidya enclave,sector 56,10968.0,Super Built up area 1600(148.64 sq.m.)Carpet area: 1550 sq.ft. (144 sq.m.),1550.0,3.0,2,3,6.0,,Old Property,1.7,,,1550.0,0,0,1,0,0,0,101,516.6666666666666
flat,tulip violet,sector 69,8999.0,Super Built up area 1578(146.6 sq.m.),1578.0,3.0,3,2,8.0,East,Relatively New,1.42,1578.0,,,0,0,0,1,0,2,94,526.0
flat,ambience creacions,sector 22,15547.0,Super Built up area 1380(128.21 sq.m.)Built Up area: 1285 sq.ft. (119.38 sq.m.)Carpet area: 1280 sq.ft. (118.92 sq.m.),1280.0,2.0,2,2,9.0,North-East,New Property,1.99,,1285.0,1280.0,0,0,0,0,0,0,49,640.0
flat,umang winter hills,sector 77,7502.0,Carpet area: 1340 (124.49 sq.m.),1333.0,2.0,2,2,3.0,,New Property,1.0,,,1340.0,0,0,0,0,0,0,74,666.5
flat,godrej nature plus,sector 33,9850.0,Carpet area: 1929 (179.21 sq.m.),1929.0,3.0,3,3+,14.0,,New Property,1.9,,,1929.0,0,1,0,0,0,0,96,643.0
house,independent,sector 50,,Plot area 342(285.96 sq.m.),3078.0,6.0,5,3,4.0,East,Moderately Old,,,3078.0,,1,1,0,1,0,2,23,513.0
flat,orris aster court premier,sector 85,5859.0,Super Built up area 2560(237.83 sq.m.)Built Up area: 2017 sq.ft. (187.39 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),2560.0,4.0,5,3+,6.0,West,New Property,1.5,,2017.0,1800.0,0,1,0,0,0,2,28,640.0
flat,shapoorji pallonji joyville gurugram,sector 102,10535.0,Super Built up area 1215(112.88 sq.m.),1215.0,2.0,2,3,10.0,East,Relatively New,1.28,1215.0,,,0,0,0,0,0,0,49,607.5
house,independent,sohna road road,,Plot area 1065(98.94 sq.m.),1065.0,3.0,10,3+,3.0,,New Property,,,1065.0,,0,0,0,0,0,0,0,355.0
flat,signature global park,sohna road,7845.0,Built Up area: 1210.73 (112.48 sq.m.)Carpet area: 756.6 sq.ft. (70.29 sq.m.),1211.0,3.0,2,3+,1.0,,Relatively New,0.95,,1210.73,756.6,0,0,0,0,0,0,46,403.6666666666667
house,independent,sector 6,,Plot area 600(55.74 sq.m.),600.0,3.0,3,2,2.0,East,Moderately Old,,,600.0,,0,0,0,1,0,0,0,200.0
flat,emaar mgf emerald floors premier,sector 65,15190.0,Super Built up area 1975(183.48 sq.m.),1975.0,4.0,4,3+,2.0,South-East,Relatively New,3.0,1975.0,,,0,1,0,0,0,0,87,493.75
flat,smart world gems,sector 89,12526.0,Carpet area: 958 (89 sq.m.),958.0,3.0,3,3,3.0,East,Under Construction,1.2,,,958.0,0,0,1,1,0,0,131,319.3333333333333
flat,godrej summit,sector 104,7893.0,Super Built up area 1647(153.01 sq.m.),1647.0,3.0,3,3,8.0,,New Property,1.3,1647.0,,,0,0,0,0,1,0,103,549.0
flat,emaar mgf emerald floors premier,sector 65,14430.0,Carpet area: 1975 (183.48 sq.m.),1975.0,4.0,4,3,3.0,North,Relatively New,2.85,,,1975.0,1,1,0,0,0,0,28,493.75
flat,tulip ivory,sector 70,8333.0,Super Built up area 2400(222.97 sq.m.)Carpet area: 1950 sq.ft. (181.16 sq.m.),2400.0,4.0,5,3+,7.0,North-East,Moderately Old,2.0,,,1950.0,0,1,0,0,0,2,174,600.0
house,independent,bhim nagar,,Built Up area: 240 (22.3 sq.m.),2160.0,6.0,4,0,3.0,,Undefined,,,240.0,,0,0,0,0,0,0,0,360.0
flat,godrej summit premia towers,sector 104,7149.0,Built Up area: 1259 (116.96 sq.m.),1259.0,2.0,2,0,16.0,,Undefined,0.9,,1259.0,,0,0,0,0,0,0,0,629.5
house,independent,sector 12,,Built Up area: 2228 (206.99 sq.m.),2228.0,6.0,6,2,2.0,,Undefined,,,2228.0,,0,0,0,0,0,0,0,371.3333333333333
flat,godrej air,sector 85,13636.0,Carpet area: 92,990.0,2.0,2,3,19.0,,Under Construction,1.35,,,92.0,0,0,0,0,0,0,44,495.0
flat,puri emerald bay,sector 104,10000.0,Super Built up area 2450(227.61 sq.m.)Carpet area: 1840 sq.ft. (170.94 sq.m.),2450.0,3.0,4,3+,14.0,South,Relatively New,2.45,,,1840.0,0,1,0,0,0,2,56,816.6666666666666
flat,avl 36 gurgaon,sector 36a,9000.0,Super Built up area 500(46.45 sq.m.),500.0,1.0,1,1,9.0,,Relatively New,0.45,500.0,,,0,0,0,0,0,0,0,500.0
flat,ireo skyon,sector 60,12484.0,Super Built up area 2403(223.25 sq.m.)Built Up area: 2400 sq.ft. (222.97 sq.m.)Carpet area: 2200 sq.ft. (204.39 sq.m.),2403.0,3.0,3,3,5.0,North-East,Relatively New,3.0,,2400.0,2200.0,0,1,0,0,0,2,174,801.0
flat,signature global park 4,sector 36,9901.0,Carpet area: 1010 (93.83 sq.m.),1010.0,3.0,2,3,2.0,,New Property,1.0,,,1010.0,0,0,0,0,0,0,128,336.6666666666667
flat,conscient one,sector 109,17617.0,Built Up area: 965 (89.65 sq.m.)Carpet area: 628 sq.ft. (58.34 sq.m.),965.0,1.0,1,2,9.0,,Undefined,1.7,,965.0,628.0,0,0,0,0,0,0,0,965.0
house,ss aaron ville,sector 49,,Built Up area: 4500 (418.06 sq.m.),4500.0,5.0,4,2,2.0,North,New Property,,,4500.0,,0,0,0,0,1,0,49,900.0
flat,sare green parc 2,sector 92,5245.0,Built Up area: 2040 (189.52 sq.m.),2040.0,4.0,3,3,10.0,,Under Construction,1.07,,2040.0,,1,1,0,0,0,0,86,510.0
house,independent,sector 5,,Plot area 2050(190.45 sq.m.)Built Up area: 2250 sq.ft. (209.03 sq.m.),2250.0,6.0,5,2,3.0,North-East,Old Property,,,2250.0,,1,1,0,1,1,1,155,375.0
flat,signature global solera,sector 107,5675.0,Carpet area: 489 (45.43 sq.m.),489.0,2.0,2,2,6.0,West,Relatively New,0.2775,,,489.0,0,0,0,0,0,0,45,244.5
flat,signature global park,sohna road,6405.0,Carpet area: 1210 (112.41 sq.m.),1210.0,3.0,3,3,1.0,South-East,Relatively New,0.775,,,1210.0,0,0,0,1,0,0,150,403.3333333333333
flat,suncity avenue 76,sector 76,10204.0,Super Built up area 735(68.28 sq.m.),735.0,2.0,2,2,11.0,,Under Construction,0.75,735.0,,,0,0,0,0,0,0,57,367.5
flat,m3m skywalk,sector 74,13790.0,Super Built up area 1406(130.62 sq.m.)Built Up area: 1300 sq.ft. (120.77 sq.m.)Carpet area: 1124 sq.ft. (104.42 sq.m.),1124.0,2.0,2,3+,18.0,South,Relatively New,1.55,,1300.0,1124.0,0,0,0,0,1,0,137,562.0
flat,jammu and kashmir bank employees cghs,sector 9a,6129.0,Super Built up area 1550(144 sq.m.),1550.0,3.0,3,2,5.0,West,Moderately Old,0.95,1550.0,,,0,0,0,0,1,0,30,516.6666666666666
flat,godrej air,sector 85,12212.0,Built Up area: 2129 (197.79 sq.m.),2129.0,3.0,3,3,17.0,,Under Construction,2.6,,2129.0,,0,1,0,0,0,0,44,709.6666666666666
flat,m3m golfestate,sector 65,15906.0,Super Built up area 3112(289.11 sq.m.),3112.0,3.0,3,3,10.0,North,Relatively New,4.95,3112.0,,,0,1,0,0,0,2,82,1037.3333333333333
flat,bptp terra,sector 37d,7303.0,Super Built up area 2191(203.55 sq.m.)Built Up area: 2000 sq.ft. (185.81 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),2191.0,4.0,3,3+,7.0,North,Relatively New,1.6,,2000.0,1800.0,0,0,0,0,1,2,139,547.75
flat,parsvnath exotica,sector 53,17271.0,Super Built up area 2895(268.95 sq.m.)Built Up area: 2500 sq.ft. (232.26 sq.m.)Carpet area: 2200 sq.ft. (204.39 sq.m.),2895.0,3.0,4,3+,8.0,North-East,Relatively New,5.0,,2500.0,2200.0,0,1,0,1,1,2,49,965.0
house,ansals palam vihar,sector 2,,Plot area 173(144.65 sq.m.),1557.0,4.0,3,2,3.0,,Moderately Old,,,1557.0,,0,0,1,0,0,2,74,389.25
flat,pivotal devaan,sector 84,7588.0,Super Built up area 583(54.16 sq.m.)Carpet area: 481 sq.ft. (44.69 sq.m.),481.0,2.0,2,1,9.0,West,Relatively New,0.365,,,481.0,0,0,1,0,0,1,80,240.5
flat,mapsko mount ville,sector 79,8556.0,Super Built up area 1490(138.43 sq.m.)Carpet area: 1063.91 sq.ft. (98.84 sq.m.),1496.0,3.0,3,3,16.0,South,Relatively New,1.28,,,1063.91,1,0,0,0,0,2,128,498.6666666666667
flat,dlf royalton tower,sector 43,22109.0,Super Built up area 2940(273.13 sq.m.),2940.0,4.0,5,2,8.0,West,Relatively New,6.5,2940.0,,,0,1,0,0,0,0,15,735.0
flat,rof ananda,sector 95,60.0,Carpet area: 54917 (5101.96 sq.m.),55000.0,2.0,2,1,13.0,South-West,Relatively New,0.33,,,54917.0,0,0,0,0,0,0,37,27500.0
flat,dlf regency park,sector 28,16609.0,Carpet area: 1150 (106.84 sq.m.),1150.0,2.0,2,2,11.0,,New Property,1.91,,,1150.0,0,0,0,0,0,1,98,575.0
flat,kiran residency,sector 56,8324.0,Super Built up area 2000(185.81 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.)Carpet area: 1850 sq.ft. (171.87 sq.m.),1850.0,3.0,4,3+,5.0,South,Old Property,1.54,,1900.0,1850.0,0,1,0,0,0,2,98,616.6666666666666
flat,dlf the arbour,sector 63,18999.0,Built Up area: 3956 (367.52 sq.m.)Carpet area: 2200 sq.ft. (204.39 sq.m.),3958.0,4.0,4,3,15.0,West,Undefined,7.52,,3956.0,2200.0,0,0,0,0,0,0,61,989.5
flat,ambience creacions,sector 22,14420.0,Super Built up area 1380(128.21 sq.m.)Built Up area: 1285 sq.ft. (119.38 sq.m.)Carpet area: 1280 sq.ft. (118.92 sq.m.),1380.0,2.0,2,2,9.0,North-East,New Property,1.99,,1285.0,1280.0,1,1,0,1,0,0,20,690.0
flat,sapphire eighty three,sector 83,9286.0,Built Up area: 700 (65.03 sq.m.),700.0,1.0,1,0,6.0,,Undefined,0.65,,700.0,,0,0,0,0,0,0,0,700.0
house,independent,sector 12,,Plot area 1160(107.77 sq.m.),1160.0,3.0,3,0,1.0,North-East,Relatively New,,,1160.0,,0,0,0,0,0,0,23,386.6666666666667
flat,ansal sushant lok ci,sector 43,15152.0,Carpet area: 1320 (122.63 sq.m.),1320.0,3.0,3,2,1.0,North,Old Property,2.0,,,1320.0,0,1,0,0,0,1,15,440.0
flat,dlf regency park,sector 28,13225.0,Super Built up area 1777(165.09 sq.m.)Built Up area: 1700 sq.ft. (157.94 sq.m.)Carpet area: 1600 sq.ft. (148.64 sq.m.),1777.0,3.0,4,3,8.0,South-East,Old Property,2.35,,1700.0,1600.0,0,1,0,0,0,2,109,592.3333333333334
house,independent,sector 43,,Plot area 300(250.84 sq.m.),2700.0,3.0,3,2,4.0,North,Relatively New,,,2700.0,,0,1,0,1,0,2,21,900.0
flat,godrej air,sector 85,10000.0,Built Up area: 1400 (130.06 sq.m.)Carpet area: 900 sq.ft. (83.61 sq.m.),1400.0,2.0,2,3,23.0,,Undefined,1.4,,1400.0,900.0,0,0,0,0,0,0,44,700.0
flat,raheja vedas,sector 108,4134.0,Super Built up area 5200(483.1 sq.m.)Built Up area: 4600 sq.ft. (427.35 sq.m.)Carpet area: 4000 sq.ft. (371.61 sq.m.),5201.0,3.0,4,3+,12.0,East,Relatively New,2.15,,4600.0,4000.0,1,0,0,0,0,0,0,1733.6666666666667
flat,emaar digihomes,sector 62,16003.0,Built Up area: 1200 (111.48 sq.m.)Carpet area: 1000 sq.ft. (92.9 sq.m.),1531.0,2.0,2,2,7.0,North-East,New Property,2.45,,1200.0,1000.0,1,0,0,0,0,1,174,765.5
flat,dlf park place,sector 54,30180.0,Super Built up area 1983(184.23 sq.m.)Built Up area: 1785 sq.ft. (165.83 sq.m.)Carpet area: 1607 sq.ft. (149.3 sq.m.),1607.0,3.0,4,3+,6.0,North,Moderately Old,4.85,,1785.0,1607.0,0,1,0,0,0,1,158,535.6666666666666
house,4s aradhya homes,sector 67a,,Plot area 300(250.84 sq.m.),2700.0,4.0,4,2,4.0,East,New Property,,,2700.0,,0,0,0,1,0,2,145,675.0
house,independent,dhankot,,Plot area 80(66.89 sq.m.),720.0,1.0,3,2,3.0,West,Relatively New,,,720.0,,0,0,1,1,0,0,12,720.0
flat,godrej aria,sector 79,9623.0,Super Built up area 1351(125.51 sq.m.),1351.0,2.0,4,2,3.0,East,Relatively New,1.3,1351.0,,,0,0,0,0,0,0,53,675.5
house,independent,sector 3,,Built Up area: 1000 (92.9 sq.m.),1000.0,1.0,1,0,1.0,,Undefined,,,1000.0,,0,0,0,0,0,0,0,1000.0
flat,sare crescent parc,sector 92,4259.0,Super Built up area 1995(185.34 sq.m.),2113.0,4.0,5,3+,3.0,,Relatively New,0.9,1995.0,,,0,1,0,0,0,0,0,528.25
house,bhawani enclave,sector 12,,Plot area 565(52.49 sq.m.)Carpet area: 510 sq.ft. (47.38 sq.m.),510.0,3.0,3,0,2.0,East,New Property,,,,510.0,0,0,0,1,0,0,0,170.0
flat,signature andour heights,sector 71,8429.0,Super Built up area 700(65.03 sq.m.)Built Up area: 639 sq.ft. (59.37 sq.m.)Carpet area: 540.89 sq.ft. (50.25 sq.m.),700.0,2.0,2,1,6.0,North-East,Moderately Old,0.59,,639.0,540.89,0,0,0,0,0,0,67,350.0
flat,puri emerald bay,sector 104,8516.0,Super Built up area 1550(144 sq.m.),1550.0,2.0,2,2,10.0,North-East,Relatively New,1.32,1550.0,,,0,0,0,0,0,0,128,775.0
house,independent,sector 3 phase 3,,Plot area 900(83.61 sq.m.),900.0,2.0,1,2,1.0,,Old Property,,,900.0,,0,0,1,0,0,0,16,450.0
flat,siddhartha apartment,sector 95,4327.0,Carpet area: 2542 (236.16 sq.m.),2542.0,4.0,3,3,9.0,North,Relatively New,1.1,,,2542.0,0,1,0,0,1,0,22,635.5
flat,m3m woodshire,sector 107,5961.0,Super Built up area 2768(257.16 sq.m.),2768.0,4.0,5,3+,12.0,North-West,Relatively New,1.65,2768.0,,,0,1,0,0,0,0,21,692.0
flat,unitech vistas,sector 70,4800.0,Super Built up area 1095(101.73 sq.m.),1095.0,2.0,2,2,9.0,,Under Construction,0.5256000000000001,1095.0,,,0,0,0,0,1,0,24,547.5
flat,antriksh heights,sector 84,5041.0,Super Built up area 1825(169.55 sq.m.),1825.0,3.0,3,3,2.0,East,Relatively New,0.92,1825.0,,,1,0,0,1,0,0,67,608.3333333333334
house,unitech espace,sector 50,,Plot area 240(200.67 sq.m.),1760.0,4.0,4,3+,3.0,South,Moderately Old,,,240.0,,0,1,0,1,0,2,52,440.0
house,unitech uniworld resorts,sector 33,,Plot area 550(459.87 sq.m.),4950.0,6.0,7,3+,2.0,East,Relatively New,,,4950.0,,1,1,1,1,0,2,126,825.0
house,bptp astaire gardens,sector 70a,,Carpet area: 1450 (134.71 sq.m.),1450.0,3.0,3,3+,2.0,North-East,Relatively New,,,,1450.0,0,0,0,0,1,2,145,483.3333333333333
house,independent,sector 43,,Plot area 215(179.77 sq.m.)Built Up area: 2850 sq.yards (2382.96 sq.m.)Carpet area: 2250 sq.yards (1881.29 sq.m.),20250.0,8.0,7,3+,3.0,East,Moderately Old,,,2850.0,2250.0,1,1,0,1,1,2,123,2531.25
flat,signature andour heights,sector 71,7400.0,Super Built up area 500(46.45 sq.m.)Built Up area: 425 sq.ft. (39.48 sq.m.)Carpet area: 366.48 sq.ft. (34.05 sq.m.),500.0,1.0,1,2,2.0,North-East,Relatively New,0.37,,425.0,366.48,0,0,0,0,0,2,37,500.0
flat,m3m golfestate,sector 65,24212.0,Super Built up area 2850(264.77 sq.m.)Carpet area: 2189 sq.ft. (203.36 sq.m.),2189.0,3.0,3,3,38.0,North-East,Moderately Old,5.3,,,2189.0,0,1,0,0,0,1,49,729.6666666666666
flat,mvn athens sohna gurgaon,sector-5 sohna road,5833.0,Carpet area: 480 (44.59 sq.m.),480.0,2.0,2,1,2.0,,Relatively New,0.28,,,480.0,0,0,0,0,0,0,42,240.0
flat,dlf regal gardens,sector 90,7167.0,Super Built up area 1744(162.02 sq.m.),1744.0,3.0,3,2,11.0,East,Relatively New,1.25,1744.0,,,0,0,0,0,1,0,14,581.3333333333334
flat,vatika gurgaon,sector 83,6801.0,Super Built up area 1735(161.19 sq.m.)Carpet area: 1500 sq.ft. (139.35 sq.m.),1735.0,3.0,3,2,14.0,North,Relatively New,1.18,,,1500.0,0,0,0,0,0,0,26,578.3333333333334
flat,sare homes,sector 92,5348.0,Carpet area: 2057 (191.1 sq.m.),2057.0,4.0,4,3,4.0,North-West,Relatively New,1.1,,,2057.0,0,1,0,0,0,0,108,514.25
flat,emaar mgf the palm drive,sector 66,14950.0,Super Built up area 2000(185.81 sq.m.)Built Up area: 1800 sq.ft. (167.23 sq.m.)Carpet area: 1500 sq.ft. (139.35 sq.m.),2000.0,3.0,3,3,7.0,East,Relatively New,2.99,,1800.0,1500.0,0,1,0,0,0,2,49,666.6666666666666
flat,experion the heartsong,sector 108,11853.0,Super Built up area 1283(119.19 sq.m.)Built Up area: 978.23 sq.ft. (90.88 sq.m.)Carpet area: 734.43 sq.ft. (68.23 sq.m.),734.0,2.0,3,3,2.0,South-West,Relatively New,0.87,,978.23,734.43,0,1,0,0,0,2,123,367.0
house,independent,sector 56,,Plot area 362(33.63 sq.m.)Built Up area: 8286 sq.ft. (769.79 sq.m.),8287.0,10.0,10,3+,4.0,,Relatively New,,,8286.0,,1,1,0,1,0,1,107,828.7
flat,pareena coban residences,sector 99a,8000.0,Super Built up area 2000(185.81 sq.m.),2000.0,3.0,3,3,6.0,,Under Construction,1.6,2000.0,,,0,0,0,0,0,0,0,666.6666666666666
flat,experion the heartsong,sector 108,7015.0,Super Built up area 1283(119.19 sq.m.)Built Up area: 978.23 sq.ft. (90.88 sq.m.)Carpet area: 734.43 sq.ft. (68.23 sq.m.),1283.0,2.0,3,3,2.0,South,Relatively New,0.9,,978.23,734.43,0,1,0,0,0,0,94,641.5
flat,dlf the skycourt,sector 86,6998.0,Super Built up area 1929(179.21 sq.m.),1929.0,3.0,3,1,9.0,North-West,Relatively New,1.35,1929.0,,,0,0,0,0,0,0,119,643.0
flat,aipl the peaceful homes,sector 70a,10638.0,Super Built up area 2350(218.32 sq.m.),2350.0,3.0,4,3,8.0,South,Relatively New,2.5,2350.0,,,0,1,1,0,0,2,174,783.3333333333334
flat,experion the heartsong,sector 108,8344.0,Super Built up area 1758(163.32 sq.m.)Carpet area: 1558 sq.ft. (144.74 sq.m.),1558.0,3.0,3,3+,7.0,South-West,Relatively New,1.3,,,1558.0,1,0,0,0,0,0,150,519.3333333333334
flat,ansal heights 86,sector 86,5325.0,Built Up area: 1690 (157.01 sq.m.),1690.0,3.0,3,2,10.0,,New Property,0.9,,1690.0,,0,0,0,0,0,0,29,563.3333333333334
flat,my home,new sector 2,3167.0,Carpet area: 900 (83.61 sq.m.),900.0,2.0,1,1,2.0,,Relatively New,0.285,,,900.0,0,0,0,0,1,0,15,450.0
house,independent,sector 9,,Plot area 290(242.48 sq.m.),2610.0,3.0,9,3+,3.0,North-East,Relatively New,,,2610.0,,1,0,0,0,0,0,23,870.0
house,international city by sobha phase 1,sector 109,,Plot area 692(578.6 sq.m.),6228.0,4.0,4,3+,2.0,North-East,New Property,,,6228.0,,0,1,0,1,0,0,130,1557.0
flat,the close north,sector 50,11992.0,Super Built up area 2093(194.45 sq.m.),2093.0,3.0,3,3,11.0,North-East,Moderately Old,2.51,2093.0,,,0,0,1,1,0,2,109,697.6666666666666
flat,ambience creacions,sector 22,11498.0,Super Built up area 2781(258.36 sq.m.),2783.0,3.0,4,3+,2.0,North-East,New Property,3.2,2781.0,,,0,0,0,0,0,0,42,927.6666666666666
house,independent,sector 25,,Plot area 316(264.22 sq.m.),2844.0,6.0,8,3+,,,Relatively New,,,2844.0,,1,1,1,1,0,1,0,474.0
flat,tulip violet,sector 69,9514.0,Super Built up area 1850(171.87 sq.m.),1850.0,3.0,4,2,0.0,South-West,Relatively New,1.76,1850.0,,,0,0,0,0,0,0,157,616.6666666666666
flat,m3m golfestate,sector 65,18331.0,Built Up area: 3355 (311.69 sq.m.)Carpet area: 2200 sq.ft. (204.39 sq.m.),3355.0,3.0,4,2,20.0,North-East,Undefined,6.15,,3355.0,2200.0,0,0,0,0,0,0,34,1118.3333333333333
flat,m3m sky lofts,sector 71,11494.0,Built Up area: 869 (80.73 sq.m.)Carpet area: 435 sq.ft. (40.41 sq.m.),870.0,1.0,1,1,9.0,,Undefined,1.0,,869.0,435.0,0,0,0,0,0,0,77,870.0
flat,emaar imperial gardens,sector 102,8395.0,Super Built up area 2025(188.13 sq.m.)Built Up area: 1750 sq.ft. (162.58 sq.m.)Carpet area: 1600 sq.ft. (148.64 sq.m.),2025.0,3.0,4,3+,8.0,North-East,Relatively New,1.7,,1750.0,1600.0,0,1,0,1,0,2,174,675.0
flat,pivotal devaan,sector 84,7965.0,Super Built up area 439(40.78 sq.m.)Carpet area: 339 sq.ft. (31.49 sq.m.),339.0,1.0,1,1,13.0,North-East,Relatively New,0.27,,,339.0,0,0,0,0,0,1,45,339.0
flat,the lions cghs,sector 56,9535.0,Super Built up area 2150(199.74 sq.m.)Built Up area: 2000 sq.ft. (185.81 sq.m.)Carpet area: 1950 sq.ft. (181.16 sq.m.),2150.0,4.0,4,3,7.0,West,Relatively New,2.05,,2000.0,1950.0,0,1,0,0,1,2,49,537.5
flat,m3m merlin,sector 67,13679.0,Super Built up area 2047(190.17 sq.m.)Carpet area: 1880 sq.ft. (174.66 sq.m.),2047.0,3.0,3,3,5.0,North-East,Moderately Old,2.8,,,1880.0,0,1,0,0,0,1,26,682.3333333333334
flat,corona optus,sector 37c,7204.0,Super Built up area 1763(163.79 sq.m.)Carpet area: 1410 sq.ft. (130.99 sq.m.),1763.0,3.0,3,3,2.0,South,Relatively New,1.27,,,1410.0,1,0,0,0,1,0,49,587.6666666666666
flat,godrej,sector 79,8970.0,Super Built up area 1505(139.82 sq.m.),1505.0,3.0,3,2,7.0,South-West,Relatively New,1.35,1505.0,,,0,0,0,0,0,0,118,501.6666666666667
flat,dlf new town heights,sector 90,6218.0,Super Built up area 1930(179.3 sq.m.),1930.0,3.0,3,3+,15.0,North,Relatively New,1.2,1930.0,,,0,0,0,0,0,0,37,643.3333333333334
flat,dlf regal gardens,sector 90,7901.0,Super Built up area 2215(205.78 sq.m.),2215.0,4.0,4,3+,3.0,East,Relatively New,1.75,2215.0,,,0,0,0,0,1,0,6,553.75
